"otu","mda_median","iqr25","iqr75","study","rank"
"Dialister",0.403407124076474,0.403407124076474,0.403407124076474,"burns","1"
"Oscillibacter",0.393397784894844,0.393397784894844,0.393397784894844,"burns","2"
"Clostridium_XVIII",0.32481895196307,0.32481895196307,0.32481895196307,"burns","3"
"Prevotella",0.264110970694252,0.264110970694252,0.264110970694252,"burns","4"
"Burkholderiales_unclassified",0.260330386280386,0.260330386280386,0.260330386280386,"burns","5"
"Lactobacillales_unclassified",0.241389197592913,0.241389197592913,0.241389197592913,"burns","6"
"Actinomycetales_unclassified",0.241305805305805,0.241305805305805,0.241305805305805,"burns","7"
"Erysipelotrichaceae_unclassified",0.190369160904455,0.190369160904455,0.190369160904455,"burns","8"
"Bacillales_unclassified",0.185700050276521,0.185700050276521,0.185700050276521,"burns","9"
"Bacteroides",0.182790248313778,0.182790248313778,0.182790248313778,"burns","10"
"Firmicutes_unclassified",0.180353443134093,0.180353443134093,0.180353443134093,"burns","11"
"Staphylococcaceae_unclassified",0.179988649121776,0.179988649121776,0.179988649121776,"burns","12"
"Holdemania",0.156972340284415,0.156972340284415,0.156972340284415,"burns","13"
"Ralstonia",0.155016277994451,0.155016277994451,0.155016277994451,"burns","14"
"Roseburia",0.147769702846173,0.147769702846173,0.147769702846173,"burns","15"
"Proteobacteria_unclassified",0.146248257298257,0.146248257298257,0.146248257298257,"burns","16"
"Cloacibacterium",0.143502859026079,0.143502859026079,0.143502859026079,"burns","17"
"Prevotellaceae_unclassified",0.140776757556169,0.140776757556169,0.140776757556169,"burns","18"
"Acinetobacter",0.135818115922605,0.135818115922605,0.135818115922605,"burns","19"
"Clostridium_XlVa",0.129497424556867,0.129497424556867,0.129497424556867,"burns","20"
"Clostridiales_unclassified",0.128189976243227,0.128189976243227,0.128189976243227,"burns","21"
"Ruminococcaceae_unclassified",0.126407455289808,0.126407455289808,0.126407455289808,"burns","22"
"Lactobacillus",0.126081856447646,0.126081856447646,0.126081856447646,"burns","23"
"Escherichia.Shigella",0.125737712373626,0.125737712373626,0.125737712373626,"burns","24"
"Alistipes",0.123688107317519,0.123688107317519,0.123688107317519,"burns","25"
"Clostridium_XI",0.123523184435104,0.123523184435104,0.123523184435104,"burns","26"
"Bacteria_unclassified",0.122428048800185,0.122428048800185,0.122428048800185,"burns","27"
"Dorea",0.122305749737019,0.122305749737019,0.122305749737019,"burns","28"
"Lachnospiraceae_unclassified",0.122052718729499,0.122052718729499,0.122052718729499,"burns","29"
"Clostridium_XlVb",0.120233323212735,0.120233323212735,0.120233323212735,"burns","30"
"Streptococcaceae_unclassified",0.116773824043174,0.116773824043174,0.116773824043174,"burns","31"
"Betaproteobacteria_unclassified",0.111754979403122,0.111754979403122,0.111754979403122,"burns","32"
"Collinsella",0.110597318763108,0.110597318763108,0.110597318763108,"burns","33"
"Propionibacterium",0.110172369787076,0.110172369787076,0.110172369787076,"burns","34"
"Selenomonadales_unclassified",0.103721285766177,0.103721285766177,0.103721285766177,"burns","35"
"Granulicatella",0.097249407231915,0.097249407231915,0.097249407231915,"burns","36"
"Porphyromonas",0.0956520923520924,0.0956520923520924,0.0956520923520924,"burns","37"
"Bacteroidetes_unclassified",0.0955466592231298,0.0955466592231298,0.0955466592231298,"burns","38"
"Staphylococcus",0.0924325820722106,0.0924325820722106,0.0924325820722106,"burns","39"
"Alloprevotella",0.0913715365473879,0.0913715365473879,0.0913715365473879,"burns","40"
"Bacteroidales_unclassified",0.0896821570586277,0.0896821570586277,0.0896821570586277,"burns","41"
"Bacilli_unclassified",0.0892789321789322,0.0892789321789322,0.0892789321789322,"burns","42"
"Flavobacteriaceae_unclassified",0.0883815801845214,0.0883815801845214,0.0883815801845214,"burns","43"
"Anaerostipes",0.0870345207080501,0.0870345207080501,0.0870345207080501,"burns","44"
"Bifidobacterium",0.0862999921646981,0.0862999921646981,0.0862999921646981,"burns","45"
"Propionibacteriaceae_unclassified",0.0854687735381234,0.0854687735381234,0.0854687735381234,"burns","46"
"Butyricicoccus",0.0819034325151972,0.0819034325151972,0.0819034325151972,"burns","47"
"Fusobacteriaceae_unclassified",0.0791781608999875,0.0791781608999875,0.0791781608999875,"burns","48"
"Gammaproteobacteria_unclassified",0.0790186130862601,0.0790186130862601,0.0790186130862601,"burns","49"
"Haemophilus",0.0760827628511839,0.0760827628511839,0.0760827628511839,"burns","50"
"Chitinophagaceae_unclassified",0.0722936344701051,0.0722936344701051,0.0722936344701051,"burns","51"
"Streptococcus",0.0721725070251386,0.0721725070251386,0.0721725070251386,"burns","52"
"Burkholderiaceae_unclassified",0.0697397824397825,0.0697397824397825,0.0697397824397825,"burns","53"
"Catenibacterium",0.0694559884559885,0.0694559884559885,0.0694559884559885,"burns","54"
"Enterobacteriaceae_unclassified",0.0653835497835498,0.0653835497835498,0.0653835497835498,"burns","55"
"Desulfovibrio",0.0653354955502014,0.0653354955502014,0.0653354955502014,"burns","56"
"Peptostreptococcaceae_unclassified",0.0644738882033,0.0644738882033,0.0644738882033,"burns","57"
"Clostridia_unclassified",0.063559527606896,0.063559527606896,0.063559527606896,"burns","58"
"Micrococcus",0.0625091174906964,0.0625091174906964,0.0625091174906964,"burns","59"
"Rothia",0.0610878533231474,0.0610878533231474,0.0610878533231474,"burns","60"
"Blautia",0.0608647130647131,0.0608647130647131,0.0608647130647131,"burns","61"
"Clostridium_sensu_stricto",0.0598477946202404,0.0598477946202404,0.0598477946202404,"burns","62"
"Solobacterium",0.0594630372551425,0.0594630372551425,0.0594630372551425,"burns","63"
"Treponema",0.0582143256811987,0.0582143256811987,0.0582143256811987,"burns","64"
"Auritidibacter",0.0545081678555363,0.0545081678555363,0.0545081678555363,"burns","65"
"Barnesiella",0.0541418163707637,0.0541418163707637,0.0541418163707637,"burns","66"
"Ruminococcus2",0.0539681096681097,0.0539681096681097,0.0539681096681097,"burns","67"
"Subdoligranulum",0.0510227661227661,0.0510227661227661,0.0510227661227661,"burns","68"
"Peptostreptococcus",0.050946678364635,0.050946678364635,0.050946678364635,"burns","69"
"Lachnoanaerobaculum",0.0503041847041847,0.0503041847041847,0.0503041847041847,"burns","70"
"Pseudonocardiaceae_unclassified",0.0499583991172226,0.0499583991172226,0.0499583991172226,"burns","71"
"Acidaminococcaceae_unclassified",0.0498984311869761,0.0498984311869761,0.0498984311869761,"burns","72"
"Veillonella",0.0496560982876772,0.0496560982876772,0.0496560982876772,"burns","73"
"Actinomyces",0.047474731993153,0.047474731993153,0.047474731993153,"burns","74"
"Fusobacterium",0.0474453046953047,0.0474453046953047,0.0474453046953047,"burns","75"
"Coprobacillus",0.0453855400705246,0.0453855400705246,0.0453855400705246,"burns","76"
"Sphingomonas",0.0452953622916471,0.0452953622916471,0.0452953622916471,"burns","77"
"Parasutterella",0.0450485502801292,0.0450485502801292,0.0450485502801292,"burns","78"
"Rikenellaceae_unclassified",0.0439417027417027,0.0439417027417027,0.0439417027417027,"burns","79"
"Anaerovorax",0.0433787423103213,0.0433787423103213,0.0433787423103213,"burns","80"
"Pelomonas",0.04276225996226,0.04276225996226,0.04276225996226,"burns","81"
"Albidiferax",0.0427551336004896,0.0427551336004896,0.0427551336004896,"burns","82"
"Moraxellaceae_unclassified",0.0420690288040133,0.0420690288040133,0.0420690288040133,"burns","83"
"Anaerococcus",0.0416525009218508,0.0416525009218508,0.0416525009218508,"burns","84"
"Gemella",0.0412479203802733,0.0412479203802733,0.0412479203802733,"burns","85"
"Akkermansia",0.0403349552408376,0.0403349552408376,0.0403349552408376,"burns","86"
"Finegoldia",0.0389205967750859,0.0389205967750859,0.0389205967750859,"burns","87"
"Clostridium_IV",0.0370942965531201,0.0370942965531201,0.0370942965531201,"burns","88"
"Caulobacter",0.0355695951107716,0.0355695951107716,0.0355695951107716,"burns","89"
"Veillonellaceae_unclassified",0.0337526307026307,0.0337526307026307,0.0337526307026307,"burns","90"
"Rubrobacter",0.0337388872565343,0.0337388872565343,0.0337388872565343,"burns","91"
"Lactobacillaceae_unclassified",0.0333829346092504,0.0333829346092504,0.0333829346092504,"burns","92"
"Clostridiaceae_1_unclassified",0.0325097440571125,0.0325097440571125,0.0325097440571125,"burns","93"
"Odoribacter",0.0324720273878169,0.0324720273878169,0.0324720273878169,"burns","94"
"Parabacteroides",0.0324212121212121,0.0324212121212121,0.0324212121212121,"burns","95"
"Porphyromonadaceae_unclassified",0.0321753135753136,0.0321753135753136,0.0321753135753136,"burns","96"
"Eggerthella",0.0313529137529138,0.0313529137529138,0.0313529137529138,"burns","97"
"Candidatus_Saccharibacteria_unclassified",0.0300335169474488,0.0300335169474488,0.0300335169474488,"burns","98"
"Comamonadaceae_unclassified",0.0289753246753247,0.0289753246753247,0.0289753246753247,"burns","99"
"Coriobacteriaceae_unclassified",0.0281069807385597,0.0281069807385597,0.0281069807385597,"burns","100"
"Capnocytophaga",0.0269932379282224,0.0269932379282224,0.0269932379282224,"burns","101"
"Actinobacteria_unclassified",0.0267774769090559,0.0267774769090559,0.0267774769090559,"burns","102"
"Corynebacterium",0.0258426406926407,0.0258426406926407,0.0258426406926407,"burns","103"
"Parvimonas",0.0241578134284017,0.0241578134284017,0.0241578134284017,"burns","104"
"Enterococcaceae_unclassified",0.0240801587301587,0.0240801587301587,0.0240801587301587,"burns","105"
"Synergistaceae_unclassified",0.0240565656565657,0.0240565656565657,0.0240565656565657,"burns","106"
"Faecalibacterium",0.023268364968365,0.023268364968365,0.023268364968365,"burns","107"
"Massilia",0.0225715617715618,0.0225715617715618,0.0225715617715618,"burns","108"
"Flavonifractor",0.0223666072489602,0.0223666072489602,0.0223666072489602,"burns","109"
"Bifidobacteriaceae_unclassified",0.022150172050172,0.022150172050172,0.022150172050172,"burns","110"
"Bradyrhizobiaceae_unclassified",0.0217179160021265,0.0217179160021265,0.0217179160021265,"burns","111"
"Pseudomonadaceae_unclassified",0.0208919786096257,0.0208919786096257,0.0208919786096257,"burns","112"
"Oxalobacteraceae_unclassified",0.0198358974358974,0.0198358974358974,0.0198358974358974,"burns","113"
"Butyricimonas",0.0195582027879241,0.0195582027879241,0.0195582027879241,"burns","114"
"Neisseriaceae_unclassified",0.0180923076923077,0.0180923076923077,0.0180923076923077,"burns","115"
"Microbacteriaceae_unclassified",0.0174253393665158,0.0174253393665158,0.0174253393665158,"burns","116"
"Micrococcaceae_unclassified",0.0170878787878788,0.0170878787878788,0.0170878787878788,"burns","117"
"Brevundimonas",0.0156363636363636,0.0156363636363636,0.0156363636363636,"burns","118"
"Desulfovibrionales_unclassified",0.015625912975913,0.015625912975913,0.015625912975913,"burns","119"
"Mogibacterium",0.0155944055944056,0.0155944055944056,0.0155944055944056,"burns","120"
"Fusobacteriales_unclassified",0.0149978883861237,0.0149978883861237,0.0149978883861237,"burns","121"
"Bradyrhizobium",0.0147317035905271,0.0147317035905271,0.0147317035905271,"burns","122"
"Clostridium_XIX",0.0146698564593301,0.0146698564593301,0.0146698564593301,"burns","123"
"Pasteurellaceae_unclassified",0.0129666666666667,0.0129666666666667,0.0129666666666667,"burns","124"
"Deltaproteobacteria_unclassified",0.0126593301435407,0.0126593301435407,0.0126593301435407,"burns","125"
"Pyramidobacter",0.0122803418803419,0.0122803418803419,0.0122803418803419,"burns","126"
"Leptotrichia",0.0122719633307869,0.0122719633307869,0.0122719633307869,"burns","127"
"Curvibacter",0.0121684981684982,0.0121684981684982,0.0121684981684982,"burns","128"
"Leptotrichiaceae_unclassified",0.0116114996114996,0.0116114996114996,0.0116114996114996,"burns","129"
"Verrucomicrobiaceae_unclassified",0.0115611111111111,0.0115611111111111,0.0115611111111111,"burns","130"
"Lactococcus",0.0115461190855928,0.0115461190855928,0.0115461190855928,"burns","131"
"Trabulsiella",0.0108843640020111,0.0108843640020111,0.0108843640020111,"burns","132"
"Sphingomonadales_unclassified",0.0107076923076923,0.0107076923076923,0.0107076923076923,"burns","133"
"Selenomonas",0.0103247863247863,0.0103247863247863,0.0103247863247863,"burns","134"
"Desulfovibrionaceae_unclassified",0.0100981684981685,0.0100981684981685,0.0100981684981685,"burns","135"
"Eubacterium",0.00968986101617681,0.00968986101617681,0.00968986101617681,"burns","136"
"Sarcina",0.00911428571428571,0.00911428571428571,0.00911428571428571,"burns","137"
"Clostridiales_Incertae_Sedis_XIII_unclassified",0.00837777777777778,0.00837777777777778,0.00837777777777778,"burns","138"
"Atopobium",0.00747692307692308,0.00747692307692308,0.00747692307692308,"burns","139"
"Corynebacteriaceae_unclassified",0.00696969696969697,0.00696969696969697,0.00696969696969697,"burns","140"
"Coprococcus",0.00688888888888889,0.00688888888888889,0.00688888888888889,"burns","141"
"Megasphaera",0.0065010101010101,0.0065010101010101,0.0065010101010101,"burns","142"
"Branchiibius",0.00622222222222222,0.00622222222222222,0.00622222222222222,"burns","143"
"Carnobacteriaceae_unclassified",0.00479761904761905,0.00479761904761905,0.00479761904761905,"burns","144"
"Sphingomonadaceae_unclassified",0.00466666666666667,0.00466666666666667,0.00466666666666667,"burns","145"
"Rhizobiales_unclassified",0.00369230769230769,0.00369230769230769,0.00369230769230769,"burns","146"
"Aeromonas",0.00366666666666667,0.00366666666666667,0.00366666666666667,"burns","147"
"Klebsiella",0.00342857142857143,0.00342857142857143,0.00342857142857143,"burns","148"
"Alphaproteobacteria_unclassified",0.003,0.003,0.003,"burns","149"
"Campylobacter",0.00299415204678363,0.00299415204678363,0.00299415204678363,"burns","150"
"Psychrobacter",0.00175,0.00175,0.00175,"burns","151"
"Caulobacteraceae_unclassified",0,0,0,"burns","152"
"Intrasporangiaceae_unclassified",0,0,0,"burns","153"
