"C93",0,0,0,0,0,0,1,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,92,0,0,0,0,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,99,1,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,145,0,0,0,0,48,0,18,0,0,22,4,0,0,0,224,0,0,26,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,2,3,0,0,91,562,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,33,6,0,0,1,0,0,0,0,0,0,1,60,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"H01",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,560,0,0,0,1,131,1,132,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,49,0,23,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,0,0,0,0,2,0,0,0,0,34,2,0,0,0,472,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,209,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H02",0,0,0,0,0,0,1,0,0,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,46,279,0,1,0,0,12,1,117,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46,0,0,29,0,20,0,1,15,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,721,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,0,33,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"H03",0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,97,0,0,0,0,11,0,100,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,6,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,396,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,286,0,0,0,1,0,0,0,11,0,0,0,0,0,110,0,0,0,0,0,0,1,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,927,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H04",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1223,0,0,0,0,19,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,166,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,162,42,1,0,0,250,0,0,39,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,4,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,62,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H05",0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,217,1,0,0,0,8,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0,38,0,98,0,1,51,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,82,0,0,0,0,0,0,0,0,0,51,0,0,0,0,114,0,0,7,0,0,0,1,1,0,176,0,0,0,0,0,5,0,0,0,0,0,0,0,2,799,0,0,1,0,0,0,0,274,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,2,0,0,0,0,0,0,0,0,0,0,0,0,45,0,19,14,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0
"H06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4,2,487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,0,36,1,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0,0,1,0,0,0,0,1,11,0,0,0,0,0,0,11,0,0,0,2,11,0,676,0,0,0,0,0,0,0,0,0,4,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"H07",0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,433,0,2,1,0,2,2,86,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,63,0,0,9,0,0,0,1,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,14,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,29,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H08",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,519,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,1,13,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,2,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H09",0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,69,0,1,0,0,1,1,56,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,40,0,0,0,0,0,0,0,0,0,11,0,0,0,0,181,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,21,7,0,4,0,0,0,0,0,0,0,0,17,0,0,0,1,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,47,0,215,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"H10",0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,6,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,8,0,0,4,0,3,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,123,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,222,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,60,0,0,0,0,0,0,0,0,0,0,0,0,47,0,49,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11",0,0,0,0,0,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,429,0,0,0,0,34,0,184,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,7,0,18,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,11,0,0,0,0,406,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,87,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H12",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,671,0,0,3,0,0,2,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,0,0,1,0,0,26,1,0,0,0,316,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H13",0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,191,0,2,8,0,0,2,163,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,47,1,0,10,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,0,0,0,0,34,0,0,0,0,337,0,0,32,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,429,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,81,0,0,0,1,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,136,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"H14",0,0,0,0,0,0,1,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,401,0,1,0,0,24,2,91,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,98,0,6,0,0,0,0,0,0,0,32,29,1,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,305,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,16,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H15",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,2,0,0,0,0,7,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,94,0,0,0,2,0,0,7,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,15,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H16",0,0,0,0,0,1,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,40,39,1,0,0,0,9,0,184,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,1,0,36,0,0,12,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,107,45,0,4,0,0,0,0,1,0,0,69,0,0,0,0,181,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,628,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,252,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H18",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,536,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,47,0,1,0,0,603,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,25,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"H19",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,579,0,0,0,0,14,0,99,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,30,0,4,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,15,0,0,0,0,70,0,0,3,0,0,0,18,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,141,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
"H20",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,314,0,0,0,0,0,1,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,6,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,4,0,0,0,0,35,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,76,0,0,0,0,0,0,1,0,0,0,0,0,0,242,0,151,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"H21",0,0,0,0,0,0,0,0,0,7,143,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,1,187,0,16,0,0,33,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,14,0,12,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,184,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,223,5,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,409,6,0,0,0,0,0,0,0,0,0,0,0,0,47,0,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"H22",0,0,0,0,0,1,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,520,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,8,0,0,7,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,0,0,0,137,0,0,28,0,0,0,1,4,0,61,0,1,0,0,0,0,0,0,0,1,0,0,0,0,349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,7,0,0,0,0,0,0,0,0,0,0,0,0,95,1,64,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"H23",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,144,0,1,0,0,0,2,97,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,32,0,0,3,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,21,0,1,0,0,1,0,0,0,0,17,1,0,0,0,707,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,516,0,0,2,0,0,0,0,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,9,0,0,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"H24",0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,263,0,0,0,0,1,10,364,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,45,1,0,47,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,93,0,5,0,0,2,0,0,0,0,15,5,6,0,0,238,0,0,1,0,0,0,16,7,0,330,0,0,0,1,0,0,0,0,0,1,0,0,0,1,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,102,0,0,6,0,0,0,0,0,0,1,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,190,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"H25",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,776,0,0,0,0,8,1,162,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,5,41,0,28,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,2,0,0,1,0,2,0,0,15,17,0,0,0,166,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,22,16,0,60,0,0,0,0,0,0,0,0,37,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"H26",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,246,0,0,0,0,152,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,338,0,60,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,13,0,0,0,0,292,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,24,431,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,77,0,0,12,0,0
"H27",0,0,0,0,1,0,0,0,0,12,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,326,5,0,0,0,11,9,110,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,25,0,0,33,0,3,0,0,33,0,0,1,3,0,0,0,0,0,0,0,27,0,0,103,35,0,0,0,0,0,0,0,0,0,78,0,0,0,0,193,0,0,16,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,353,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,7,0,24,0,0,0,98,6,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,73,54,0,0,0,0,0,0,0,0,0,0,0,0,10,0,235,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"H30",0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,813,0,0,11,0,132,4,145,0,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,19,0,0,44,0,50,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,6,5,0,0,0,223,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,39,0,0,53,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
